Expert_review_group	PMID	Citation	Gene	Data_source	Assay_class_summary	Number_var_total	MAVE_DB	PS3_evidence_weighting_Path	BS3_evidence_weighting_ben
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	22192717	"Damjanovich K, Langa C, Blanco FJ, McDonald J, Botella LM, Bernabeu C, Wooderchak-Donahue W, Stevenson DA, Bayrak-Toydemir P. 5'UTR mutations of ENG cause hereditary hemorrhagic telangiectasia. Orphanet J Rare Dis. 2011 Dec 22;6:85. doi: 10.1186/1750-1172-6-85. PMID: 22192717; PMCID: PMC3277489."	ENG	HTT_Functional-Assays 	Protein expression assay 	3	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	30763665	"Ruiz-Llorente L, Chiapparino E, Plumitallo S, Danesino C, Bayrak-Toydemir P, Pagella F, Manfredi G, Bernabeu C, Jovine L, Olivieri C. Characterization of a mutation in the zona pellucida module of Endoglin that causes Hereditary Hemorrhagic Telangiectasia. Gene. 2019 May 15;696:33-39. doi: 10.1016/j.gene.2019.02.016. Epub 2019 Feb 11. PMID: 30763665."	ENG	HTT_Functional-Assays 	Protein expression assay 	2	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	30728427	"Ruiz-Llorente L, McDonald J, Wooderchak-Donahue W, Briggs E, Chesnutt M, Bayrak-Toydemir P, Bernabeu C. Characterization of a family mutation in the 5' untranslated region of the endoglin gene causative of hereditary hemorrhagic telangiectasia. J Hum Genet. 2019 Apr;64(4):333-339. doi: 10.1038/s10038-019-0564-x. Epub 2019 Feb 6. PMID: 30728427; PMCID: PMC8075931."	ENG	HTT_Functional-Assays 	Protein expression assay 	3	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	10215596	"Raab U, Velasco B, Lastres P, Letamendía A, Calés C, Langa C, Tapia E, López-Bote JP, Páez E, Bernabéu C. Expression of normal and truncated forms of human endoglin. Biochem J. 1999 May 1;339 ( Pt 3)(Pt 3):579-88. PMID: 10215596; PMCID: PMC1220193."	ENG	HTT_Functional-Assays 	Protein expression assay 	4	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	29305977	"Plumitallo S, Ruiz-Llorente L, Langa C, Morini J, Babini G, Cappelletti D, Scelsi L, Greco A, Danesino C, Bernabeu C, Olivieri C. Functional analysis of a novel ENG variant in a patient with hereditary hemorrhagic telangiectasia (HHT) identifies a new Sp1 binding-site. Gene. 2018 Mar 20;647:85-92. doi: 10.1016/j.gene.2018.01.007. Epub 2018 Jan 4. PMID: 29305977."	ENG	HTT_Functional-Assays 	Protein expression assay 	2	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	10545596	"Pece-Barbara N, Cymerman U, Vera S, Marchuk DA, Letarte M. Expression analysis of four endoglin missense mutations suggests that haploinsufficiency is the predominant mechanism for hereditary hemorrhagic telangiectasia type 1. Hum Mol Genet. 1999 Nov;8(12):2171-81. doi: 10.1093/hmg/8.12.2171. PMID: 10545596."	ENG	HTT_Functional-Assays 	Protein expression assay 	4	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	25312062	"Mallet C, Lamribet K, Giraud S, Dupuis-Girod S, Feige JJ, Bailly S, Tillet E. Functional analysis of endoglin mutations from hereditary hemorrhagic telangiectasia type 1 patients reveals different mechanisms for endoglin loss of function. Hum Mol Genet. 2015 Feb 15;24(4):1142-54. doi: 10.1093/hmg/ddu531. Epub 2014 Oct 13. PMID: 25312062."	ENG	HTT_Functional-Assays 	Protein expression assay 	31	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	25312062	"Mallet C, Lamribet K, Giraud S, Dupuis-Girod S, Feige JJ, Bailly S, Tillet E. Functional analysis of endoglin mutations from hereditary hemorrhagic telangiectasia type 1 patients reveals different mechanisms for endoglin loss of function. Hum Mol Genet. 2015 Feb 15;24(4):1142-54. doi: 10.1093/hmg/ddu531. Epub 2014 Oct 13. PMID: 25312062."	ENG	HTT_Functional-Assays 	Intracellular signaling assay 	31	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	15993872	"Fernandez-L A, Sanz-Rodriguez F, Zarrabeitia R, Pérez-Molino A, Hebbel RP, Nguyen J, Bernabéu C, Botella LM. Blood outgrowth endothelial cells from Hereditary Haemorrhagic Telangiectasia patients reveal abnormalities compatible with vascular lesions. Cardiovasc Res. 2005 Nov 1;68(2):235-48. doi: 10.1016/j.cardiores.2005.06.009. Epub 2005 Jul 5. PMID: 15993872."	ENG	HTT_Functional-Assays 	Intracellular signaling assay 	NA	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	25312062	"Mallet C, Lamribet K, Giraud S, Dupuis-Girod S, Feige JJ, Bailly S, Tillet E. Functional analysis of endoglin mutations from hereditary hemorrhagic telangiectasia type 1 patients reveals different mechanisms for endoglin loss of function. Hum Mol Genet. 2015 Feb 15;24(4):1142-54. doi: 10.1093/hmg/ddu531. Epub 2014 Oct 13. PMID: 25312062."	ENG	HTT_Functional-Assays 	Binding assay	31	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	28564608	"Saito T, Bokhove M, Croci R, Zamora-Caballero S, Han L, Letarte M, de Sanctis D, Jovine L. Structural Basis of the Human Endoglin-BMP9 Interaction: Insights into BMP Signaling and HHT1. Cell Rep. 2017 May 30;19(9):1917-1928. doi: 10.1016/j.celrep.2017.05.011. PMID: 28564608; PMCID: PMC5464963."	ENG	HTT_Functional-Assays 	Binding assay 	NA	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	29305977	"Plumitallo S, Ruiz-Llorente L, Langa C, Morini J, Babini G, Cappelletti D, Scelsi L, Greco A, Danesino C, Bernabeu C, Olivieri C. Functional analysis of a novel ENG variant in a patient with hereditary hemorrhagic telangiectasia (HHT) identifies a new Sp1 binding-site. Gene. 2018 Mar 20;647:85-92. doi: 10.1016/j.gene.2018.01.007. Epub 2018 Jan 4. PMID: 29305977."	ENG	HTT_Functional-Assays 	Binding assay 	1	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	22022569	"Ali BR, Ben-Rebeh I, John A, Akawi NA, Milhem RM, Al-Shehhi NA, Al-Ameri MM, Al-Shamisi SA, Al-Gazali L. Endoplasmic reticulum quality control is involved in the mechanism of endoglin-mediated hereditary haemorrhagic telangiectasia. PLoS One. 2011;6(10):e26206. doi: 10.1371/journal.pone.0026206. Epub 2011 Oct 14. PMID: 22022569; PMCID: PMC3194820."	ENG	HTT_Functional-Assays	Subcellular protein localization	22	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	25312062	"Mallet C, Lamribet K, Giraud S, Dupuis-Girod S, Feige JJ, Bailly S, Tillet E. Functional analysis of endoglin mutations from hereditary hemorrhagic telangiectasia type 1 patients reveals different mechanisms for endoglin loss of function. Hum Mol Genet. 2015 Feb 15;24(4):1142-54. doi: 10.1093/hmg/ddu531. Epub 2014 Oct 13. PMID: 25312062."	ENG	HTT_Functional-Assays	Subcellular protein localization 	31	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	15375013	"Sanz-Rodriguez F, Fernandez-L A, Zarrabeitia R, Perez-Molino A, Ramírez JR, Coto E, Bernabeu C, Botella LM. Mutation analysis in Spanish patients with hereditary hemorrhagic telangiectasia: deficient endoglin up-regulation in activated monocytes. Clin Chem. 2004 Nov;50(11):2003-11. doi: 10.1373/clinchem.2004.035287. Epub 2004 Sep 16. PMID: 15375013."	ENG	HTT_Functional-Assays 	Protein expression assay 	NA	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	16470589	"Fernandez-L A, Sanz-Rodriguez F, Zarrabeitia R, Perez-Molino A, Morales C, Restrepo CM, Ramirez JR, Coto E, Lenato GM, Bernabeu C, Botella LM. Mutation study of Spanish patients with hereditary hemorrhagic telangiectasia and expression analysis of Endoglin and ALK1. Hum Mutat. 2006 Mar;27(3):295. doi: 10.1002/humu.9413. PMID: 16470589."	ENG	HTT_Functional-Assays 	Protein expression assay 	6	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	25312062	"Mallet C, Lamribet K, Giraud S, Dupuis-Girod S, Feige JJ, Bailly S, Tillet E. Functional analysis of endoglin mutations from hereditary hemorrhagic telangiectasia type 1 patients reveals different mechanisms for endoglin loss of function. Hum Mol Genet. 2015 Feb 15;24(4):1142-54. doi: 10.1093/hmg/ddu531. Epub 2014 Oct 13. PMID: 25312062."	ENG	HTT_Functional-Assays	Subcellular protein localization	31	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	31630786	"Snellings DA, Gallione CJ, Clark DS, Vozoris NT, Faughnan ME, Marchuk DA. Somatic Mutations in Vascular Malformations of Hereditary Hemorrhagic Telangiectasia Result in Bi-allelic Loss of ENG or ACVRL1. Am J Hum Genet. 2019 Nov 7;105(5):894-906. doi: 10.1016/j.ajhg.2019.09.010. Epub 2019 Oct 17. PMID: 31630786; PMCID: PMC6848992."	ENG	HTT_Functional-Assays	Somatic variants - DNA next-generation sequencing	NA	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	10767348	"Abdalla SA, Pece-Barbara N, Vera S, Tapia E, Paez E, Bernabeu C, Letarte M. Analysis of ALK-1 and endoglin in newborns from families with hereditary hemorrhagic telangiectasia type 2. Hum Mol Genet. 2000 May 1;9(8):1227-37. doi: 10.1093/hmg/9.8.1227. PMID: 10767348."	ACVRL1	HTT_Functional-Assays 	Protein expression assay 	7	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	16470589	"Fernandez-L A, Sanz-Rodriguez F, Zarrabeitia R, Perez-Molino A, Morales C, Restrepo CM, Ramirez JR, Coto E, Lenato GM, Bernabeu C, Botella LM. Mutation study of Spanish patients with hereditary hemorrhagic telangiectasia and expression analysis of Endoglin and ALK1. Hum Mutat. 2006 Mar;27(3):295. doi: 10.1002/humu.9413. PMID: 16470589."	ACVRL1	HTT_Functional-Assays 	Intracellular signaling assay 	3	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	23124896	"Hume AN, John A, Akawi NA, Al-Awadhi AM, Al-Suwaidi SS, Al-Gazali L, Ali BR. Retention in the endoplasmic reticulum is the underlying mechanism of some hereditary haemorrhagic telangiectasia type 2 ALK1 missense mutations. Mol Cell Biochem. 2013 Jan;373(1-2):247-57. doi: 10.1007/s11010-012-1496-3. Epub 2012 Nov 4. PMID: 23124896."	ACVRL1	HTT_Functional-Assays	Subcellular protein localization	8	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	15993872	"Fernandez-L A, Sanz-Rodriguez F, Zarrabeitia R, Pérez-Molino A, Hebbel RP, Nguyen J, Bernabéu C, Botella LM. Blood outgrowth endothelial cells from Hereditary Haemorrhagic Telangiectasia patients reveal abnormalities compatible with vascular lesions. Cardiovasc Res. 2005 Nov 1;68(2):235-48. doi: 10.1016/j.cardiores.2005.06.009. Epub 2005 Jul 5. PMID: 15993872."	ACVRL1	HTT_Functional-Assays	Morphology assay	5	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	15993872	"Fernandez-L A, Sanz-Rodriguez F, Zarrabeitia R, Pérez-Molino A, Hebbel RP, Nguyen J, Bernabéu C, Botella LM. Blood outgrowth endothelial cells from Hereditary Haemorrhagic Telangiectasia patients reveal abnormalities compatible with vascular lesions. Cardiovasc Res. 2005 Nov 1;68(2):235-48. doi: 10.1016/j.cardiores.2005.06.009. Epub 2005 Jul 5. PMID: 15993872."	ACVRL1	HTT_Functional-Assays	Morphology assay 	NA	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	15993872	"Fernandez-L A, Sanz-Rodriguez F, Zarrabeitia R, Pérez-Molino A, Hebbel RP, Nguyen J, Bernabéu C, Botella LM. Blood outgrowth endothelial cells from Hereditary Haemorrhagic Telangiectasia patients reveal abnormalities compatible with vascular lesions. Cardiovasc Res. 2005 Nov 1;68(2):235-48. doi: 10.1016/j.cardiores.2005.06.009. Epub 2005 Jul 5. PMID: 15993872."	ACVRL1	HTT_Functional-Assays 	Protein expression assay 	5	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	16470589	"Fernandez-L A, Sanz-Rodriguez F, Zarrabeitia R, Perez-Molino A, Morales C, Restrepo CM, Ramirez JR, Coto E, Lenato GM, Bernabeu C, Botella LM. Mutation study of Spanish patients with hereditary hemorrhagic telangiectasia and expression analysis of Endoglin and ALK1. Hum Mutat. 2006 Mar;27(3):295. doi: 10.1002/humu.9413. PMID: 16470589."	ACVRL1	HTT_Functional-Assays 	Protein expression assay 	9	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	31630786	"Snellings DA, Gallione CJ, Clark DS, Vozoris NT, Faughnan ME, Marchuk DA. Somatic Mutations in Vascular Malformations of Hereditary Hemorrhagic Telangiectasia Result in Bi-allelic Loss of ENG or ACVRL1. Am J Hum Genet. 2019 Nov 7;105(5):894-906. doi: 10.1016/j.ajhg.2019.09.010. Epub 2019 Oct 17. PMID: 31630786; PMCID: PMC6848992."	ACVRL1	HTT_Functional-Assays	Somatic variants - DNA next-generation sequencing	NA	No	supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	ASH Abstract	"Robert R Montgomery,�Scot A Fahs,�Jeremy G Mattson,�Hartmut Weiler,�Qizhen Shi; A Murine Model of Type 2N VWD Was Developed By CRISPR/Cas9 Gene Editing and Recapitulates Human Type 2N VWD.�Blood�2018; 132 (Supplement 1): 221. doi:�https://doi.org/10.1182/blood-2018-99-110324"	VWF	VCEP supp_VWD 2N functional assays	Knock In mouse model	NA	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	28581694	"Swystun LL, Georgescu I, Mewburn J, Deforest M, Nesbitt K, Hebert K, Dwyer C, Brown C, Notley C, Lillicrap D. Abnormal von Willebrand factor secretion, factor VIII stabilization and thrombus dynamics in type 2N von Willebrand disease mice. J Thromb Haemost. 2017 Aug;15(8):1607-1619. doi: 10.1111/jth.13749. Epub 2017 Jul 17. PMID: 28581694."	VWF	VCEP supp_VWD 2N functional assays	Hydrodynamic	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	9129031	"Gu J, Jorieux S, Lavergne JM, Ruan C, Mazurier C, Meyer D. A patient with type 2N von Willebrand disease is heterozygous for a new mutation: Gly22Glu. Demonstration of a defective expression of the second allele by the use of monoclonal antibodies. Blood. 1997 May 1;89(9):3263-9. PMID: 9129031."	VWF	VCEP supp_VWD 2N functional assays	FVIIII binding	3	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	9845532	"Jorieux S, Gaucher C, Goudemand J, Mazurier C. A novel mutation in the D3 domain of von Willebrand factor markedly decreases its ability to bind factor VIII and affects its multimerization. Blood. 1998 Dec 15;92(12):4663-70. PMID: 9845532."	VWF	VCEP supp_VWD 2N functional assays	FVIIII binding	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	10706867	"Allen S, Abuzenadah AM, Blagg JL, Hinks J, Nesbitt IM, Goodeve AC, Gursel T, Ingerslev J, Peake IR, Daly ME. Two novel type 2N von Willebrand disease-causing mutations that result in defective factor VIII binding, multimerization, and secretion of von Willebrand factor. Blood. 2000 Mar 15;95(6):2000-7. PMID: 10706867."	VWF	VCEP supp_VWD 2N functional assays	FVIIII binding	2	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	15213842	"Schneppenheim R, Lenk H, Obser T, Oldenburg J, Oyen F, Schneppenheim S, Schwaab R, Will K, Budde U. Recombinant expression of mutations causing von Willebrand disease type Normandy: characterization of a combined defect of factor VIII binding and multimerization. Thromb Haemost. 2004 Jul;92(1):36-41. doi: 10.1160/TH04-02-0084. PMID: 15213842."	VWF	VCEP supp_VWD 2N functional assays	FVIIII binding	2	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	20586924	"Castaman G, Giacomelli SH, Jacobi P, Obser T, Budde U, Rodeghiero F, Haberichter SL, Schneppenheim R. Homozygous type 2N R854W von Willebrand factor is poorly secreted and causes a severe von Willebrand disease phenotype. J Thromb Haemost. 2010 Sep;8(9):2011-6. doi: 10.1111/j.1538-7836.2010.03971.x. PMID: 20586924."	VWF	VCEP supp_VWD 2N functional assays	FVIIII binding	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	23636243	"Skipwith CG, Haberichter SL, Gehrand A, Zheng XL. Compromised shear-dependent cleavage of type 2N von Willebrand factor variants by ADAMTS13 in the presence of factor VIII. Thromb Haemost. 2013 Jul;110(1):202-4. doi: 10.1160/TH13-01-0053. Epub 2013 May 2. PMID: 23636243; PMCID: PMC3813456."	VWF	VCEP supp_VWD 2N functional assays	FVIIII binding	3	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	28581694	"Swystun LL, Georgescu I, Mewburn J, Deforest M, Nesbitt K, Hebert K, Dwyer C, Brown C, Notley C, Lillicrap D. Abnormal von Willebrand factor secretion, factor VIII stabilization and thrombus dynamics in type 2N von Willebrand disease mice. J Thromb Haemost. 2017 Aug;15(8):1607-1619. doi: 10.1111/jth.13749. Epub 2017 Jul 17. PMID: 28581694."	VWF	VCEP supp_VWD 2N functional assays	FVIIII binding	3	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	ASH Abstract		VWF	VCEP supp_VWD 2N functional assays	FVIIII binding	NA	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	10845912	"Ajzenberg N, Ribba AS, Rastegar-Lari G, Meyer D, Baruch D. Effect of recombinant von Willebrand factor reproducing type 2B or type 2M mutations on shear-induced platelet aggregation. Blood. 2000 Jun 15;95(12):3796-803. PMID: 10845912."	VWF	VCEP supp_VWD 2A2B2M functional assays	2M Binding LOF	4	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	26345337	"Ma Z, Su J, Zhang J, Ling J, Yin J, Bai X, Ruan C. The co-influence of VWD type 2B/2M mutations in the A1 domain and platelet GPIbα on the rate of cleavage to VWF by ADAMTS13. Thromb Res. 2015 Nov;136(5):987-95. doi: 10.1016/j.thromres.2015.08.008. Epub 2015 Aug 18. PMID: 26345337."	VWF	VCEP supp_VWD 2A2B2M functional assays	2M Binding LOF	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	29341351	"Bowman M, Rimmer E, Houston DS, Israels SJ, James P. Discordant von Willebrand factor (VWF) activity in patients with VWF p.Gly1324Ser confirmed in vitro. Haemophilia. 2018 Mar;24(2):e57-e59. doi: 10.1111/hae.13401. Epub 2018 Jan 17. PMID: 29341351."	VWF	VCEP supp_VWD 2A2B2M functional assays	2M Binding LOF	NA	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	2011604	"Ware J, Dent JA, Azuma H, Sugimoto M, Kyrle PA, Yoshioka A, Ruggeri ZM. Identification of a point mutation in type IIB von Willebrand disease illustrating the regulation of von Willebrand factor affinity for the platelet membrane glycoprotein Ib-IX receptor. Proc Natl Acad Sci U S A. 1991 Apr 1;88(7):2946-50. doi: 10.1073/pnas.88.7.2946. PMID: 2011604; PMCID: PMC51357."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	1557393	"Cooney KA, Lyons SE, Ginsburg D. Functional analysis of a type IIB von Willebrand disease missense mutation: increased binding of large von Willebrand factor multimers to platelets. Proc Natl Acad Sci U S A. 1992 Apr 1;89(7):2869-72. doi: 10.1073/pnas.89.7.2869. PMID: 1557393; PMCID: PMC48764."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	1373334	"Kroner PA, Kluessendorf ML, Scott JP, Montgomery RR. Expressed full-length von Willebrand factor containing missense mutations linked to type IIB von Willebrand disease shows enhanced binding to platelets. Blood. 1992 Apr 15;79(8):2048-55. PMID: 1373334."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	2	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	1400429	"Randi AM, Jorieux S, Tuley EA, Mazurier C, Sadler JE. Recombinant von Willebrand factor Arg578-->Gln. A type IIB von Willebrand disease mutation affects binding to glycoprotein Ib but not to collagen or heparin. J Biol Chem. 1992 Oct 15;267(29):21187-92. PMID: 1400429."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	4	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	8165601	"Inbal A, Kornbrot N, Harrison P, Randi AM, Sadler JE. Effect of type IIB von Willebrand disease mutation Arg(545)Cys on platelet glycoprotein Ib binding--studies with recombinant von Willebrand factor. Thromb Haemost. 1993 Dec 20;70(6):1058-62. PMID: 8165601."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	8376405	"Rabinowitz I, Randi AM, Shindler KS, Tuley EA, Rustagi PK, Sadler JE. Type IIB mutation His-505-->Asp implicates a new segment in the control of von Willebrand factor binding to platelet glycoprotein Ib. J Biol Chem. 1993 Sep 25;268(27):20497-501. PMID: 8376405."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	1429668	"Ribba AS, Voorberg J, Meyer D, Pannekoek H, Pietu G. Characterization of recombinant von Willebrand factor corresponding to mutations in type IIA and type IIB von Willebrand disease. J Biol Chem. 1992 Nov 15;267(32):23209-15. PMID: 1429668."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	8298143	"Ribba AS, Christophe O, Derlon A, Cherel G, Siguret V, Lavergne JM, Girma JP, Meyer D, Pietu G. Discrepancy between IIA phenotype and IIB genotype in a patient with a variant of von Willebrand disease. Blood. 1994 Feb 1;83(3):833-41. PMID: 8298143."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	8204881	"Christophe O, Ribba AS, Baruch D, Obert B, Rouault C, Niinomi K, Piétu G, Meyer D, Girma JP. Influence of mutations and size of multimers in type II von Willebrand disease upon the function of von Willebrand factor. Blood. 1994 Jun 15;83(12):3553-61. PMID: 8204881."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	3	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	8123843	"Hilbert L, Gaucher C, de Romeuf C, Horellou MH, Vink T, Mazurier C. Leu 697-->Val mutation in mature von Willebrand factor is responsible for type IIB von Willebrand disease. Blood. 1994 Mar 15;83(6):1542-50. PMID: 8123843."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	1	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	9858249	"Hilbert L, Gaucher C, Abgrall JF, Parquet A, Trzeciak C, Mazurier C. Identification of new type 2B von Willebrand disease mutations: Arg543Gln, Arg545Pro and Arg578Leu. Br J Haematol. 1998 Dec;103(3):877-84. doi: 10.1046/j.1365-2141.1998.01040.x. PMID: 9858249."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	6	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	8547152	"Hilbert L, Gaucher C, Mazurier C. Effects of different amino-acid substitutions in the leucine 694-proline 708 segment of recombinant von Willebrand factor. Br J Haematol. 1995 Dec;91(4):983-90. doi: 10.1111/j.1365-2141.1995.tb05423.x. PMID: 8547152."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	4	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	8630394	"Cooney KA, Ginsburg D. Comparative analysis of type 2b von Willebrand disease mutations: implications for the mechanism of von Willebrand factor binding to platelets. Blood. 1996 Mar 15;87(6):2322-8. PMID: 8630394."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	6	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	10845912	"Ajzenberg N, Ribba AS, Rastegar-Lari G, Meyer D, Baruch D. Effect of recombinant von Willebrand factor reproducing type 2B or type 2M mutations on shear-induced platelet aggregation. Blood. 2000 Jun 15;95(12):3796-803. PMID: 10845912."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	5	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	16246252	"Baronciani L, Federici AB, Beretta M, Cozzi G, Canciani MT, Mannucci PM. Expression studies on a novel type 2B variant of the von Willebrand factor gene (R1308L) characterized by defective collagen binding. J Thromb Haemost. 2005 Dec;3(12):2689-94. doi: 10.1111/j.1538-7836.2005.01638.x. Epub 2005 Oct 25. PMID: 16246252."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	2	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	17155947	"Baronciani L, Federici AB, Cozzi G, Canciani MT, Mannucci PM. Biochemical characterization of a recombinant von Willebrand factor (VWF) with combined type 2B and type 1 defects in the VWF gene in two patients with a type 2A phenotype of von Willebrand disease. J Thromb Haemost. 2007 Feb;5(2):282-8. doi: 10.1111/j.1538-7836.2007.02349.x. Epub 2006 Dec 7. PMID: 17155947."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	2	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	26345337	"Ma Z, Su J, Zhang J, Ling J, Yin J, Bai X, Ruan C. The co-influence of VWD type 2B/2M mutations in the A1 domain and platelet GPIbα on the rate of cleavage to VWF by ADAMTS13. Thromb Res. 2015 Nov;136(5):987-95. doi: 10.1016/j.thromres.2015.08.008. Epub 2015 Aug 18. PMID: 26345337."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	3	No	strong	none
